-2.000000000000000000e+01,-4.000000000000000000e+01
-1.901548768017707758e+01,-3.906987094850403963e+01
-1.812187709945350989e+01,-3.807480046125244399e+01
-1.731916825782930403e+01,-3.701478853824522020e+01
-1.660736115530446000e+01,-3.588983517948236823e+01
-1.598645579187897781e+01,-3.469994038496389521e+01
-1.541824279630393235e+01,-3.347217310230405474e+01
-1.483074213561021715e+01,-3.225752667889454273e+01
-1.422226974975339076e+01,-3.105719416585430181e+01
-1.359282563873345140e+01,-2.987117556318331424e+01
-1.294476092502473108e+01,-2.869808336982717023e+01
-1.231068697540912815e+01,-2.751867218011697247e+01
-1.170104522129447489e+01,-2.632678004492156276e+01
-1.111583566268076595e+01,-2.512240696424093755e+01
-1.053059860243071455e+01,-2.391627174486012208e+01
-9.905496675774973170e+00,-2.272583204430410930e+01
-9.239968922148783292e+00,-2.155133368850744446e+01
-8.534015341552144918e+00,-2.039277667747013112e+01
-7.820103702523594436e+00,-1.923832915454722681e+01
-7.235027256593996370e+00,-1.803814112342046272e+01
-6.794053644009995452e+00,-1.678664877299854297e+01
-6.496913979730036814e+00,-1.548394219785407699e+01
-6.243842414220578618e+00,-1.416344966727560362e+01
-5.953991841902726456e+00,-1.285226039895761296e+01
-5.627362262776482993e+00,-1.155037439290011569e+01
-5.269974248146105822e+00,-1.025672109361614481e+01
-4.908911644537653274e+00,-8.966484552744489633e+00
-4.547456615025922133e+00,-7.679081148314542027e+00
-4.185609159610913288e+00,-6.394510880326309099e+00
-3.823369278292628071e+00,-5.112773748779785521e+00
-3.484086175351289505e+00,-3.817608819531389308e+00
-3.193777476734426024e+00,-2.490896806928941221e+00
-2.952461974667499156e+00,-1.132624623625357430e+00
-2.923705834418863780e+00,1.871174990609612565e-01
-3.302469733686443032e+00,1.384786372504053453e+00
-4.089121510809364146e+00,2.460224373186634672e+00
-5.130259289134627032e+00,3.456509335732565802e+00
-6.108137397749390018e+00,4.462869604427332604e+00
-7.013017217173356244e+00,5.482039947896926613e+00
-7.858669996637570598e+00,6.512441658828321600e+00
-8.700451494252511964e+00,7.547728868471384800e+00
-9.544170477215875081e+00,8.587235671859852815e+00
-1.038910947543124408e+01,9.630458653413910497e+00
-1.123205944848701776e+01,1.067514617791205112e+01
-1.207263424781972638e+01,1.172102730276872684e+01
-1.291083387342937883e+01,1.276810202798394656e+01
-1.374665832531598930e+01,1.381637035355772447e+01
-1.457552550911301381e+01,1.486954548249792118e+01
-1.539249614950529832e+01,1.593163006741056265e+01
-1.619756852307168771e+01,1.700262550490866076e+01
-1.699074262981217132e+01,1.808253179499220664e+01
-1.777209106481571510e+01,1.917129730516693442e+01
-1.856291901562858726e+01,2.025376894463704502e+01
-1.938003989601881116e+01,2.131798834951295518e+01
-2.022345370598641168e+01,2.236395551979469332e+01
-2.108140401419825949e+01,2.339925194351235405e+01
-2.185474463530645295e+01,2.448781501766604407e+01
-2.252104361483030104e+01,2.564411066219093271e+01
-2.308030095276978599e+01,2.686813887708700577e+01
-2.360565679494578006e+01,2.811442806934843830e+01
-2.423605629590333166e+01,2.929659534423660361e+01
-2.497483425783945066e+01,3.041256743861325518e+01
-2.582199068075414061e+01,3.146234435247840366e+01
-2.677752556464738376e+01,3.244592608583203486e+01
-2.781866826817921989e+01,3.333781034355385486e+01
-2.892034472757050523e+01,3.410991508066262412e+01
-3.008254056106977714e+01,3.476222419011662623e+01
-3.130525576867705695e+01,3.529473767191585409e+01
-3.258801318602476726e+01,3.570842190103239489e+01
-3.387586275796876123e+01,3.611456422752578987e+01
-3.513126162206683745e+01,3.658919816335301078e+01
-3.635420977831901013e+01,3.713232370851403630e+01
-3.754470722672525795e+01,3.774394086300887352e+01
-3.870275396728559514e+01,3.842404962683753666e+01
-3.982835000000002168e+01,3.917265000000000441e+01
